frame_idx,date,has_event,severity,confidence,region,source_type
93,2016-04-03,False,0,,,
94,2016-04-04,False,0,,,
95,2016-04-05,False,0,,,
96,2016-04-06,False,0,,,
97,2016-04-07,False,0,,,
98,2016-04-08,False,0,,,
99,2016-04-09,False,0,,,
100,2016-04-10,False,0,,,
101,2016-04-11,False,0,,,
102,2016-04-12,False,0,,,
103,2016-04-13,False,0,,,
104,2016-04-14,False,0,,,
105,2016-04-15,False,0,,,
106,2016-04-16,False,0,,,
107,2016-04-17,False,0,,,
108,2016-04-18,False,0,,,
109,2016-04-19,False,0,,,
110,2016-04-20,False,0,,,
111,2016-04-21,False,0,,,
112,2016-04-22,False,0,,,
113,2016-04-23,False,0,,,
114,2016-04-24,False,0,,,
115,2016-04-25,False,0,,,
116,2016-04-26,False,0,,,
117,2016-04-27,False,0,,,
118,2016-04-28,False,0,,,
119,2016-04-29,False,0,,,
120,2016-04-30,False,0,,,
121,2016-05-01,False,0,,,
122,2016-05-02,False,0,,,
123,2016-05-03,False,0,,,
124,2016-05-04,False,0,,,
125,2016-05-05,False,0,,,
126,2016-05-06,False,0,,,
127,2016-05-07,False,0,,,
128,2016-05-08,False,0,,,
129,2016-05-09,False,0,,,
130,2016-05-10,False,0,,,
131,2016-05-11,False,0,,,
132,2016-05-12,False,0,,,
133,2016-05-13,False,0,,,
134,2016-05-14,False,0,,,
135,2016-05-15,False,0,,,
136,2016-05-16,False,0,,,
137,2016-05-17,False,0,,,
138,2016-05-18,False,0,,,
139,2016-05-19,False,0,,,
140,2016-05-20,False,0,,,
141,2016-05-21,False,0,,,
142,2016-05-22,False,0,,,
143,2016-05-23,False,0,,,
144,2016-05-24,False,0,,,
145,2016-05-25,False,0,,,
146,2016-05-26,False,0,,,
147,2016-05-27,False,0,,,
148,2016-05-28,False,0,,,
149,2016-05-29,False,0,,,
150,2016-05-30,False,0,,,
151,2016-05-31,False,0,,,
152,2016-06-01,False,0,,,
153,2016-06-02,False,0,,,
154,2016-06-03,False,0,,,
155,2016-06-04,False,0,,,
156,2016-06-05,False,0,,,
157,2016-06-06,False,0,,,
158,2016-06-07,False,0,,,
159,2016-06-08,False,0,,,
160,2016-06-09,False,0,,,
161,2016-06-10,False,0,,,
162,2016-06-11,False,0,,,
163,2016-06-12,False,0,,,
164,2016-06-13,False,0,,,
165,2016-06-14,False,0,,,
166,2016-06-15,False,0,,,
167,2016-06-16,False,0,,,
168,2016-06-17,False,0,,,
169,2016-06-18,False,0,,,
170,2016-06-19,False,0,,,
171,2016-06-20,False,0,,,
172,2016-06-21,False,0,,,
173,2016-06-22,False,0,,,
174,2016-06-23,False,0,,,
175,2016-06-24,False,0,,,
176,2016-06-25,False,0,,,
177,2016-06-26,False,0,,,
178,2016-06-27,False,0,,,
179,2016-06-28,False,0,,,
180,2016-06-29,False,0,,,
181,2016-06-30,False,0,,,
182,2016-07-01,False,0,,,
183,2016-07-02,False,0,,,
184,2016-07-03,False,0,,,
185,2016-07-04,False,0,,,
186,2016-07-05,False,0,,,
187,2016-07-06,False,0,,,
188,2016-07-07,False,0,,,
189,2016-07-08,False,0,,,
190,2016-07-09,False,0,,,
191,2016-07-10,False,0,,,
192,2016-07-11,False,0,,,
193,2016-07-12,False,0,,,
194,2016-07-13,False,0,,,
195,2016-07-14,False,0,,,
196,2016-07-15,False,0,,,
197,2016-07-16,False,0,,,
198,2016-07-17,False,0,,,
199,2016-07-18,False,0,,,
200,2016-07-19,False,0,,,
201,2016-07-20,False,0,,,
202,2016-07-21,False,0,,,
203,2016-07-22,False,0,,,
204,2016-07-23,False,0,,,
205,2016-07-24,False,0,,,
206,2016-07-25,False,0,,,
207,2016-07-26,False,0,,,
208,2016-07-27,False,0,,,
209,2016-07-28,False,0,,,
210,2016-07-29,False,0,,,
211,2016-07-30,False,0,,,
212,2016-07-31,False,0,,,
213,2016-08-01,False,0,,,
214,2016-08-02,False,0,,,
215,2016-08-03,False,0,,,
216,2016-08-04,False,0,,,
217,2016-08-05,False,0,,,
218,2016-08-06,False,0,,,
219,2016-08-07,False,0,,,
220,2016-08-08,False,0,,,
221,2016-08-09,False,0,,,
222,2016-08-10,False,0,,,
223,2016-08-11,False,0,,,
224,2016-08-12,False,0,,,
225,2016-08-13,False,0,,,
226,2016-08-14,False,0,,,
227,2016-08-15,False,0,,,
228,2016-08-16,False,0,,,
229,2016-08-17,False,0,,,
230,2016-08-18,False,0,,,
231,2016-08-19,False,0,,,
232,2016-08-20,False,0,,,
233,2016-08-21,False,0,,,
234,2016-08-22,False,0,,,
235,2016-08-23,False,0,,,
236,2016-08-24,False,0,,,
237,2016-08-25,False,0,,,
238,2016-08-26,False,0,,,
239,2016-08-27,False,0,,,
240,2016-08-28,False,0,,,
241,2016-08-29,False,0,,,
242,2016-08-30,False,0,,,
243,2016-08-31,False,0,,,
244,2016-09-01,False,0,,,
245,2016-09-02,False,0,,,
246,2016-09-03,False,0,,,
247,2016-09-04,False,0,,,
248,2016-09-05,False,0,,,
249,2016-09-06,False,0,,,
250,2016-09-07,False,0,,,
251,2016-09-08,False,0,,,
252,2016-09-09,False,0,,,
253,2016-09-10,False,0,,,
254,2016-09-11,False,0,,,
255,2016-09-12,False,0,,,
256,2016-09-13,False,0,,,
257,2016-09-14,False,0,,,
258,2016-09-15,False,0,,,
259,2016-09-16,False,0,,,
260,2016-09-17,False,0,,,
261,2016-09-18,False,0,,,
262,2016-09-19,False,0,,,
263,2016-09-20,False,0,,,
264,2016-09-21,False,0,,,
265,2016-09-22,False,0,,,
266,2016-09-23,False,0,,,
267,2016-09-24,False,0,,,
268,2016-09-25,False,0,,,
269,2016-09-26,False,0,,,
270,2016-09-27,False,0,,,
271,2016-09-28,False,0,,,
272,2016-09-29,False,0,,,
273,2016-09-30,False,0,,,
274,2016-10-01,False,0,,,
275,2016-10-02,False,0,,,
276,2016-10-03,False,0,,,
277,2016-10-04,False,0,,,
278,2016-10-05,False,0,,,
279,2016-10-06,False,0,,,
280,2016-10-07,False,0,,,
281,2016-10-08,False,0,,,
282,2016-10-09,False,0,,,
283,2016-10-10,False,0,,,
284,2016-10-11,False,0,,,
285,2016-10-12,False,0,,,
286,2016-10-13,False,0,,,
287,2016-10-14,False,0,,,
288,2016-10-15,False,0,,,
289,2016-10-16,False,0,,,
290,2016-10-17,False,0,,,
291,2016-10-18,False,0,,,
292,2016-10-19,False,0,,,
293,2016-10-20,False,0,,,
294,2016-10-21,False,0,,,
295,2016-10-22,False,0,,,
296,2016-10-23,False,0,,,
297,2016-10-24,False,0,,,
298,2016-10-25,False,0,,,
299,2016-10-26,False,0,,,
300,2016-10-27,False,0,,,
301,2016-10-28,False,0,,,
302,2016-10-29,False,0,,,
303,2016-10-30,False,0,,,
304,2016-10-31,False,0,,,
305,2016-11-01,False,0,,,
306,2016-11-02,False,0,,,
307,2016-11-03,False,0,,,
308,2016-11-04,False,0,,,
309,2016-11-05,False,0,,,
310,2016-11-06,False,0,,,
311,2016-11-07,False,0,,,
312,2016-11-08,False,0,,,
313,2016-11-09,False,0,,,
314,2016-11-10,False,0,,,
315,2016-11-11,False,0,,,
316,2016-11-12,False,0,,,
317,2016-11-13,False,0,,,
318,2016-11-14,False,0,,,
319,2016-11-15,False,0,,,
320,2016-11-16,False,0,,,
321,2016-11-17,False,0,,,
322,2016-11-18,False,0,,,
323,2016-11-19,False,0,,,
324,2016-11-20,False,0,,,
325,2016-11-21,False,0,,,
326,2016-11-22,False,0,,,
327,2016-11-23,False,0,,,
328,2016-11-24,True,2,0.612,고흥연안,NIFS
329,2016-11-25,True,2,0.606,고흥연안,NIFS
330,2016-11-26,True,2,0.763,고흥연안,NIFS
331,2016-11-27,True,2,0.95,고흥연안,NIFS
332,2016-11-28,True,2,0.659,고흥연안,NIFS
333,2016-11-29,True,2,0.461,고흥연안,NIFS
334,2016-11-30,True,2,0.583,고흥연안,NIFS
335,2016-12-01,True,2,0.4,고흥연안,NIFS
336,2016-12-02,True,2,0.4,고흥연안,NIFS
337,2016-12-03,True,2,0.4,고흥연안,NIFS
338,2016-12-04,True,2,0.4,고흥연안,NIFS
339,2016-12-05,True,2,0.4,고흥연안,NIFS
340,2016-12-06,True,2,0.4,고흥연안,NIFS
341,2016-12-07,True,2,0.4,고흥연안,NIFS
342,2016-12-08,True,2,0.4,고흥연안,NIFS
343,2016-12-09,True,2,0.4,고흥연안,NIFS
344,2016-12-10,True,2,0.4,고흥연안,NIFS
345,2016-12-11,True,2,0.4,고흥연안,NIFS
346,2016-12-12,True,2,0.95,고흥연안,NIFS
347,2016-12-13,True,2,0.95,고흥연안,NIFS
348,2016-12-14,True,2,0.95,고흥연안,NIFS
349,2016-12-15,True,2,0.95,고흥연안,NIFS
350,2016-12-16,True,2,0.95,고흥연안,NIFS
351,2016-12-17,True,2,0.95,고흥연안,NIFS
352,2016-12-18,True,2,0.95,고흥연안,NIFS
353,2016-12-19,True,2,0.95,고흥연안,NIFS
354,2016-12-20,True,2,0.95,고흥연안,NIFS
355,2016-12-21,True,2,0.95,고흥연안,NIFS
356,2016-12-22,True,2,0.95,고흥연안,NIFS
357,2016-12-23,True,2,0.95,고흥연안,NIFS
358,2016-12-24,True,2,0.95,고흥연안,NIFS
359,2016-12-25,True,2,0.95,고흥연안,NIFS
360,2016-12-26,True,2,0.4,고흥연안,NIFS
361,2016-12-27,True,2,0.4,고흥연안,NIFS
362,2016-12-28,True,2,0.4,고흥연안,NIFS
363,2016-12-29,True,2,0.4,고흥연안,NIFS
364,2016-12-30,True,2,0.4,고흥연안,NIFS
365,2016-12-31,True,2,0.4,고흥연안,NIFS
